"","StartDate","EndDate","Status","IPAddress","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","研究介紹","研究同意書","Q1","Q2","Q3","Q4","Q5","Q5_5_TEXT","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q12_6_TEXT","Q13","Q14","Q14_11_TEXT","Q15_1","Q15_2","Q15_3","Q15_4","Q15_5","Q15_6","Q15_7","Q15_8","Q15_9","Q15_10","Q15_11","Q15_12","Q15_13","Q15_14","Q15_15","Q15_16","Q15_17","Q16_1","Q16_2","Q16_3","Q16_4","Q16_5","Q16_6","Q16_7","Q17_1","Q17_2","Q17_3","Q17_4","Q18_1","Q18_2","Q18_3","Q18_4","Q18_5","Q18_6","Q18_7","Q18_8","Q18_9","Q18_10","Q18_11","Q18_12","Q18_13","Q18_14","Q18_15","Q18_16","Q19","Q19_7_TEXT","Q20","Q20_8_TEXT","Q21_1","Q21_2","Q21_3","Q21_4","Q21_5","Q22_1","Q22_2","Q22_3","Q22_4","Q22_5","Q22_6","Q22_7","Q23","Q24_1","Q24_2","Q24_3","Q24_4","Q24_5","Q24_6","Q24_7","Q24_8","Q24_9","Q25_1","Q25_2","Q25_3","Q25_4","Q25_5","Q25_6","Q26_1","Q26_2","Q26_3","Q26_4","Q26_5","Q26_6","Q27_1","Q27_2","Q27_3","Q28_5","Q28_6","Q28_7","Q29","Q30","Q31","psid","entrySigCheck","verification","expectedSignature","errorMessage","completeLink","screenOutLink","overQuotaLink","invalidSignatureLink","customLink1","customLink2","customLink3"
"174",2022-05-13 04:34:47,2022-05-13 04:38:09,0,"222.167.120.58",100,201,1,2022-05-13 04:38:09,"R_3fxSqLzpLPi5lrH",NA,NA,NA,NA,22.3346,114.2536,"anonymous","EN",NA,1,38,2,1,1,NA,NA,2,5,2,1,910,2,5,NA,NA,NA,NA,10,5,2,7,5,6,6,5,6,7,7,8,5,7,9,4,3,4,4,7,5,4,5,5,4,4,6,6,6,6,5,5,4,5,6,5,5,6,5,5,5,5,3,4,24,NA,4,NA,4,4,5,4,3,3,3,4,3,3,3,4,3,3,3,2,3,3,3,2,3,2,4,5,4,4,5,5,4,5,5,5,5,5,3,3,4,"在野黨⋯⋯不","有時也會想起","在一起也不會讓","他們，","不知道","但還是很","2Ol8GD279xrRn7b_QiArXA**","on","success","aa89c6134af1436ac62b96cbac00ae2bd57a67487084a55bec740782a5a86b9c",NA,"https://dkr1.ssisurveys.com/projects/end?rst=1&psid=2Ol8GD279xrRn7b_QiArXA**&_k=5923&_s=5f31c0e1dad7726d59c8613847ff140992d54ddd3f0d56518c4e8d9c667a32bb","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=2Ol8GD279xrRn7b_QiArXA**&_k=5923&_s=5ca6075b79ad13d5b04eebda4d82c8195c48043f571a5ad3c74d06be3ca136a6","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=2Ol8GD279xrRn7b_QiArXA**&_k=5923&_s=c6c9495e9fb72b75602af08f4838bd554e189140652cc3944d83e3fee3145942","https://dkr1.ssisurveys.com/projects/end?rst=2&svFlag=1&psid=2Ol8GD279xrRn7b_QiArXA**&_k=5923&_s=f753f47abb718e8add8dee2cea2e26f6a966859ba6fb0be741ae14dd309c7f4d",NA,NA,NA
"175",2022-05-13 04:23:10,2022-05-13 04:41:02,0,"138.19.70.197",100,1071,1,2022-05-13 04:41:02,"R_O2bdsZzrRgkOXpn",NA,NA,NA,NA,22.2908,114.1501,"anonymous","EN",NA,1,42,2,2,NA,NA,NA,2,3,2,1,8,4,NA,NA,3,5811,"個人病歷怕易有血栓會中風，到時如果真係唔好錯因打針中風或有其他嚴重影響，政府和保險不會為我和家人付上醫療和生活費",10,1,1,1,1,10,10,1,10,1,5,1,1,1,1,1,1,6,4,4,6,4,4,7,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4567,"官方防疫指示乾令夕改，各部門各自為政未能配合",358,"香港醫護一直嚴重缺人，難以應付",5,7,7,6,6,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,1,4,4,4,4,4,7,3,3,2,4,1,1,3,3,3,"失業、沒有收入","要同時照顧家人年老且患病的父母","大環境愈來愈差，看不到希望","沒有工作積蓄規盡、老闆們紛紛倒閉、即使找到最低工資工作，亦不足以應付自己和一家人的生活及醫療等開支","積極面對新世界的轉變，傳統行業沒落，面對人性和現實","合理薪金的工作，不會被拖糧和壓榨員工的老闆，正視問題的官員","2Ol8GD279xrfhB1h9z0Mhw**","on","success","0eb4fdc0ec5705addc141b9ec7f9a81920be0794154aeb64a6f11d01ca402c7d",NA,"https://dkr1.ssisurveys.com/projects/end?rst=1&psid=2Ol8GD279xrfhB1h9z0Mhw**&_k=5923&_s=48068564df67443c6a3fd863fbb74c490fdd14326a1955909b5819458343663c","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=2Ol8GD279xrfhB1h9z0Mhw**&_k=5923&_s=d5eb9f6cc3e4349ec5e01415b32c19992620f92d5d5aa6d8880a9f09a5b78d9b","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=2Ol8GD279xrfhB1h9z0Mhw**&_k=5923&_s=764d5540d3ef7f381c6352044435f91fe636de30b65343a8bf031ffa86f00a6b","https://dkr1.ssisurveys.com/projects/end?rst=2&svFlag=1&psid=2Ol8GD279xrfhB1h9z0Mhw**&_k=5923&_s=93976054a7b6180c3a421be3bb4f77033002376bc65d8159e9694cf41cd3f34c",NA,NA,NA
"176",2022-05-13 03:57:43,2022-05-13 05:00:21,0,"14.0.164.180",100,3757,1,2022-05-13 05:00:22,"R_3R40WMY4Jc6mLfa",NA,NA,NA,NA,22.2908,114.1501,"anonymous","EN",NA,1,27,1,2,NA,NA,NA,2,5,1,1,15,1,2,NA,NA,NA,NA,6,7,6,6,6,7,7,2,7,7,7,1,3,4,6,1,1,3,3,4,4,5,6,5,3,5,6,6,7,6,6,4,5,6,4,6,6,6,7,4,5,4,6,5,346,NA,167,NA,6,5,5,4,7,2,2,2,1,1,2,1,3,2,1,3,1,1,3,1,1,1,6,5,4,3,2,4,5,5,3,5,5,6,5,4,5,"金錢","事業","休閒","金錢","無","資源","2Ol8GD279xrVDxynzNi5zQ**","on","success","48af53e342bebc680f9b33af2226a7d3e7ca464f2e6910eec8fffbc02c224f73",NA,"https://dkr1.ssisurveys.com/projects/end?rst=1&psid=2Ol8GD279xrVDxynzNi5zQ**&_k=5923&_s=2a1ab27c3edf4d325c23a9c2ebdff31de3f5bd14083d546353362fc7dc1caea7","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=2Ol8GD279xrVDxynzNi5zQ**&_k=5923&_s=6a49caeee9b0822c6e471043ab1fb49e7eb78255997404af701bebdf4bc11de0","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=2Ol8GD279xrVDxynzNi5zQ**&_k=5923&_s=bf9c230a45e9ec23990570493aa8235a3a7f7813a93a03c2819db0ce9b02e205","https://dkr1.ssisurveys.com/projects/end?rst=2&svFlag=1&psid=2Ol8GD279xrVDxynzNi5zQ**&_k=5923&_s=b8f996260a3e2d657b0c1f98097eadd3d42130f58c72b6acdf3f1f6bad73d879",NA,NA,NA
"177",2022-05-13 04:24:36,2022-05-13 05:04:19,0,"112.119.134.79",100,2383,1,2022-05-13 05:04:20,"R_zcBZChmFlKW718B",NA,NA,NA,NA,22.2908,114.1501,"anonymous","EN",NA,1,26,1,2,NA,NA,NA,2,3,2,2,15,1,2,NA,NA,NA,NA,10,10,3,10,10,10,9,5,10,10,10,2,5,5,6,1,2,4,3,6,6,6,7,5,6,5,4,4,7,3,3,3,7,6,6,7,7,7,7,6,4,7,6,5,5,NA,1,NA,3,6,5,1,4,2,1,2,1,1,1,1,3,3,2,3,1,2,2,2,1,1,4,4,3,4,3,6,5,5,3,5,3,5,4,5,4,"找不到工作","出戶外次數不多","要為下一針新冠疫苗煩惱","怕被圍封檢測，檢驗過程辛苦","無","錢","2Ol8GD279xr1WO3jNgySJQ**","on","success","1ec6995478be74fbcb1e12cfb74f49db35c5d96251591853848998a7cdc9f53e",NA,"https://dkr1.ssisurveys.com/projects/end?rst=1&psid=2Ol8GD279xr1WO3jNgySJQ**&_k=5923&_s=6f8172d92d992e522ebaeb219e97e8e87ee5112e69330010a2bd3acb13ab5924","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=2Ol8GD279xr1WO3jNgySJQ**&_k=5923&_s=f1422a89037a3798cbe8ec585dbead1a4fc753b36780180c45122457f799e032","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=2Ol8GD279xr1WO3jNgySJQ**&_k=5923&_s=a1f15bdb894bdd100429c2aab390328c009d754805db8fcdc7fc6907fe39832b","https://dkr1.ssisurveys.com/projects/end?rst=2&svFlag=1&psid=2Ol8GD279xr1WO3jNgySJQ**&_k=5923&_s=9bc60ae031b21ce96b0fe6ff4a81804580e4ff0f38ab36a90322095fe185f74e",NA,NA,NA
"178",2022-05-13 08:06:13,2022-05-13 08:12:56,0,"112.118.200.173",100,402,1,2022-05-13 08:12:56,"R_3PoCTKvIEHMKHmk",NA,NA,NA,NA,22.2908,114.1501,"anonymous","EN",NA,1,35,1,1,1,NA,NA,3,3,1,1,15,2,2,NA,NA,NA,NA,7,8,7,10,10,10,7,9,10,2,10,2,1,4,10,2,10,7,4,7,7,7,7,7,7,5,6,6,7,7,6,5,7,6,1,7,7,6,7,7,7,6,5,7,8,NA,2,NA,5,3,5,1,3,2,2,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,5,4,5,3,4,5,4,6,3,5,3,5,5,5,4,"過份洗手","過份消毒","精神緊張","經濟壓力，花了很多金錢在防疫用品。","賺錢","防疫物資","2Ol8GD279xo5P658X88PuA**","on","success","d56b87fc9a0590f2fd79bb54b15b1802df1579c1d295fb24b19e2fa7a1071ca0",NA,"https://dkr1.ssisurveys.com/projects/end?rst=1&psid=2Ol8GD279xo5P658X88PuA**&_k=5923&_s=9ca40ddb97c59ecdaef7b8695aca753be1c4731742cffbdc0ae42cd8b2f42cac","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=2Ol8GD279xo5P658X88PuA**&_k=5923&_s=3075bb1785d57ebb32665317c850d1da36a36e2354a57442d485fca2c21aa2bf","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=2Ol8GD279xo5P658X88PuA**&_k=5923&_s=cb8acfb58d2c39ae9916a73688c2e9ac11c84e23c6e2b01d6e9e226c81e41d10","https://dkr1.ssisurveys.com/projects/end?rst=2&svFlag=1&psid=2Ol8GD279xo5P658X88PuA**&_k=5923&_s=e46c598825927bf417be0f0c19e797afd3e316ba46eb8dfe3125839c5bb3b624",NA,NA,NA
"179",2022-05-13 08:08:41,2022-05-13 08:13:11,0,"42.3.98.147",100,269,1,2022-05-13 08:13:11,"R_1GIY7Lhl6NZT4B4",NA,NA,NA,NA,22.2908,114.1501,"anonymous","EN",NA,1,22,1,1,1,NA,NA,3,8,1,1,14,1,1,NA,NA,NA,NA,7,6,7,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,7,6,7,6,7,6,7,6,6,7,6,7,7,6,7,6,7,7,7,7,3,NA,2,NA,6,6,7,6,7,4,3,4,3,4,4,4,5,1,1,2,1,1,1,1,1,1,7,6,6,7,6,7,7,6,7,6,7,6,5,4,5,"1","2","3","NONE","NONE","NONE","2Ol8GD279xpYyuNcu2BnFg**","on","success","c7e4399e9ab61e5723b2b0f4dc6f11c20e66201f13afaedf0d430c5226db0e54",NA,"https://dkr1.ssisurveys.com/projects/end?rst=1&psid=2Ol8GD279xpYyuNcu2BnFg**&_k=5923&_s=453885637b426b676153764a5e1e31d92360f38939b5e8fc4ebcfaab67f2198b","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=2Ol8GD279xpYyuNcu2BnFg**&_k=5923&_s=1299e72020b798196510d8a680e0608df7e33d6e096ce578130b2a89e985c59f","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=2Ol8GD279xpYyuNcu2BnFg**&_k=5923&_s=40778b1d1b61c97ba43d4228f1c03156db8f24465af89692b90244ab74de264c","https://dkr1.ssisurveys.com/projects/end?rst=2&svFlag=1&psid=2Ol8GD279xpYyuNcu2BnFg**&_k=5923&_s=5bd8a92328afd8578572dd6ee57ac36ae7281dda70f87192ee45e2d7388f550b",NA,NA,NA
"180",2022-05-13 09:13:51,2022-05-13 09:21:19,0,"219.77.178.131",100,447,1,2022-05-13 09:21:19,"R_31AGxke8hYJTXQ0",NA,NA,NA,NA,22.2908,114.1501,"anonymous","EN",NA,1,52,1,1,1,NA,NA,2,5,2,1,10,1,2,NA,NA,NA,NA,3,8,5,7,7,7,7,3,7,2,7,1,1,3,5,2,2,4,4,6,5,5,5,6,5,6,4,5,5,6,7,4,6,6,5,7,7,7,7,6,4,4,3,4,1,NA,1,NA,5,5,5,1,6,1,1,1,1,1,1,1,3,2,1,1,1,1,2,1,1,1,4,4,4,4,3,5,5,4,4,3,4,4,3,4,3,"無","無","無","無","無","無","2Ol8GD279xo3cDOYUUphsg**","on","success","0b9544722e141b3c6135c51f3efc6ad06655d398a15837105116fd82cc5be8ed",NA,"https://dkr1.ssisurveys.com/projects/end?rst=1&psid=2Ol8GD279xo3cDOYUUphsg**&_k=5923&_s=ab3f6e8aa86d66a678e3762db3c0b60eead31edef31e3551645595041f04cba8","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=2Ol8GD279xo3cDOYUUphsg**&_k=5923&_s=28d63184c9c932d3cb0d1b5b658a89a4e5f0a19360bb5381090702d41e8c13c4","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=2Ol8GD279xo3cDOYUUphsg**&_k=5923&_s=85758624f6d9acb8f5172092098608fcced87f2fe957f0b15407dab2c7d2c8aa","https://dkr1.ssisurveys.com/projects/end?rst=2&svFlag=1&psid=2Ol8GD279xo3cDOYUUphsg**&_k=5923&_s=7375ba8928cf043626d20a38570f2e28449bdeb995e3328ff9a171185a1154c4",NA,NA,NA
"181",2022-05-13 09:15:03,2022-05-13 09:22:31,0,"203.145.94.236",100,447,1,2022-05-13 09:22:31,"R_1riDUm4gpuQ5MEP",NA,NA,NA,NA,22.2908,114.1501,"anonymous","EN",NA,1,36,2,1,1,NA,NA,2,4,2,1,15,1,5,NA,NA,NA,NA,5,5,5,5,5,5,6,5,5,5,5,5,5,6,6,4,5,6,4,6,4,4,4,4,6,2,1,2,6,6,6,6,6,6,6,6,6,7,7,6,6,6,6,5,8,NA,9,NA,2,2,2,1,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,6,2,6,2,6,2,6,6,6,6,6,6,4,4,4,"無","無","無","無","無","無","2Ol8GD279xqlVrobrDynFQ**","on","success","b7c1f4d4e846c9e1399856bd307abf282178c225f6d525f5b56ef66410836298",NA,"https://dkr1.ssisurveys.com/projects/end?rst=1&psid=2Ol8GD279xqlVrobrDynFQ**&_k=5923&_s=5c800daa3bcbe6418b87f9dbe87cef9c44a036d4ff73e4828417e4e6d28103a7","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=2Ol8GD279xqlVrobrDynFQ**&_k=5923&_s=00f5707cd9b0e2f829315348ba3b78878ee22ac5907f9382a229047b5a2ca146","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=2Ol8GD279xqlVrobrDynFQ**&_k=5923&_s=868915725b874c76d8500d0fe69d709a41fd049365ab4d69a909c85e74ad01dc","https://dkr1.ssisurveys.com/projects/end?rst=2&svFlag=1&psid=2Ol8GD279xqlVrobrDynFQ**&_k=5923&_s=82fd5e32781916851b9d524103892b58712a7d55a248ed8d1c638d39617452b1",NA,NA,NA
"182",2022-05-13 09:18:12,2022-05-13 09:23:36,0,"14.136.63.104",100,323,1,2022-05-13 09:23:37,"R_2QEhfYlDLCpE2YK",NA,NA,NA,NA,22.2908,114.1501,"anonymous","EN",NA,1,28,2,1,1,NA,NA,4,3,2,2,10,1,2,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10,10,10,4,10,10,10,10,3,3,4,5,6,6,6,5,5,3,7,7,5,7,7,5,5,7,7,7,7,7,7,7,6,7,7,4,4,NA,46,NA,6,7,6,5,5,3,4,3,3,3,2,3,2,2,2,1,1,2,3,3,2,1,5,3,2,3,3,2,3,2,3,3,3,3,5,5,4,"生活","習慣","飲食","工作","沒有自由","自由","2Ol8GD279xo_-nOIMn45zQ**","on","success","3afbffe413a8228d84924b7b6e0559ad8389a0a5a3115603d7feb9c26eb5be1b",NA,"https://dkr1.ssisurveys.com/projects/end?rst=1&psid=2Ol8GD279xo_-nOIMn45zQ**&_k=5923&_s=d13a881d134c637bf7e9277bfa9b51128ec738298d5a3dfa9b109402258f910d","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=2Ol8GD279xo_-nOIMn45zQ**&_k=5923&_s=508cb622c6b6ebab3cf34e3e4bdd6cd3ba7c7bd4f5e3bb9ef1d4b0259c247566","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=2Ol8GD279xo_-nOIMn45zQ**&_k=5923&_s=4bc68b5cc63545bb4a536d4077f8c35d4ee4abd97c1a26288cf1a66cadc3f211","https://dkr1.ssisurveys.com/projects/end?rst=2&svFlag=1&psid=2Ol8GD279xo_-nOIMn45zQ**&_k=5923&_s=258eadc70af76b2dbd0634d24f2ef61cb88acf5e9db64ae2e9dde89f03f2d5ea",NA,NA,NA
"183",2022-05-13 09:19:29,2022-05-13 09:25:48,0,"218.250.93.13",100,378,1,2022-05-13 09:25:48,"R_z1kxwrOY7spsi5j",NA,NA,NA,NA,22.2908,114.1501,"anonymous","EN",NA,1,39,2,1,1,NA,NA,3,9,1,1,15,1,12345,NA,NA,NA,NA,7,7,5,5,5,7,5,5,5,4,7,3,3,1,5,7,7,7,6,7,6,7,6,7,7,6,7,6,7,6,7,6,7,7,6,6,7,6,7,6,7,6,7,6,3,NA,2,NA,7,7,7,6,7,2,1,1,1,1,1,2,5,1,2,1,2,1,2,1,2,1,7,6,7,6,7,6,7,6,7,6,7,6,5,4,5,"none","none","none","none","none","none","2Ol8GD279xqygBPIL-YYmg**","on","success","c03e845fdc91b873a44cb511af3103237d6a768537482834a5ff9ff11b7016aa",NA,"https://dkr1.ssisurveys.com/projects/end?rst=1&psid=2Ol8GD279xqygBPIL-YYmg**&_k=5923&_s=2033e92ede40358c75bf74166bcf929abc482a8eee213a5eedf4a41dbd881f91","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=2Ol8GD279xqygBPIL-YYmg**&_k=5923&_s=7090773f9b3bee6eefa7d274fc4a80e41f3cda2e054933b447a623080399b69c","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=2Ol8GD279xqygBPIL-YYmg**&_k=5923&_s=fb49bdd238e5bca3fd96b3c1b8188ebcd0cfca3e989a934b88dcd4972d3b2cfb","https://dkr1.ssisurveys.com/projects/end?rst=2&svFlag=1&psid=2Ol8GD279xqygBPIL-YYmg**&_k=5923&_s=2084fad63264501d83a83a28e18fda6c99590a981d743dcd2c5ecf7de0e69eb4",NA,NA,NA
"184",2022-05-13 09:20:55,2022-05-13 09:36:38,0,"223.17.113.85",100,942,1,2022-05-13 09:36:38,"R_1LS6B8tUWtjTEPr",NA,NA,NA,NA,22.2908,114.1501,"anonymous","EN",NA,1,59,1,2,NA,NA,NA,2,3,1,1,9,1,5,NA,NA,NA,NA,7,7,7,7,7,7,6,6,6,6,4,4,1,7,8,8,5,6,6,6,6,7,6,7,4,4,3,5,4,6,6,4,6,6,6,6,6,6,7,6,6,6,6,6,8,NA,123,NA,4,7,6,4,4,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,1,1,4,3,4,4,4,4,5,3,4,4,5,4,2,4,3,"lock down","shoping","traveling","dead","nil","nil","2Ol8GD279xooCN_Y27P-vg**","on","success","32ed95701a9fa50a9748ed38decfc207a3229148389fa8e2600cb50c0702829f",NA,"https://dkr1.ssisurveys.com/projects/end?rst=1&psid=2Ol8GD279xooCN_Y27P-vg**&_k=5923&_s=6f39602634ea0e7a443632f87fecec2189e3d3886f919749609919eb2aa0c571","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=2Ol8GD279xooCN_Y27P-vg**&_k=5923&_s=433f9356bf04ac0f3df0634a0940a3b356ca276abfb967c8fde83be446409b9a","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=2Ol8GD279xooCN_Y27P-vg**&_k=5923&_s=b4515dc7ec9137b262842ccec0d21da28cbe6c8d0ba701ad11d5ca5922e2c25d","https://dkr1.ssisurveys.com/projects/end?rst=2&svFlag=1&psid=2Ol8GD279xooCN_Y27P-vg**&_k=5923&_s=67c582a42fb01d2d606775a5589ceb497c0104296afbc03fcd9387d0792ff6cc",NA,NA,NA
"185",2022-05-13 09:30:36,2022-05-13 09:41:03,0,"182.239.115.124",100,626,1,2022-05-13 09:41:04,"R_ZjEHh5KKaNsDidH",NA,NA,NA,NA,22.2908,114.1501,"anonymous","EN",NA,1,24,2,2,NA,NA,NA,2,7,2,2,15,1,2,NA,NA,NA,NA,10,9,8,8,7,7,7,6,6,6,7,4,2,7,6,5,5,5,4,6,4,6,5,5,6,4,4,4,6,7,7,6,6,6,5,7,6,6,7,5,5,7,6,6,8,NA,9,NA,5,4,4,2,4,1,1,1,1,1,1,1,4,2,1,2,1,1,2,1,1,1,5,3,5,2,5,4,5,6,5,6,6,6,4,4,4,"堂食限制","減少與朋友社交活動","娛樂場所關閉","染病及後遺症","無","容易購買防疫物資","2Ol8GD279xrQkIB62EmdDg**","on","success","28934ff3b3db3e0914180b3282cffed7f891446817ec9eb41ca8e6e56c60b9ff",NA,"https://dkr1.ssisurveys.com/projects/end?rst=1&psid=2Ol8GD279xrQkIB62EmdDg**&_k=5923&_s=6f70cfd9123d23fd3296199b5e9a94f5fba07909f09e48ae627058dffa6a8ef2","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=2Ol8GD279xrQkIB62EmdDg**&_k=5923&_s=7ae113411eab9d3749a30491d10b5e0065cfd04da354e6ea12886fb404b0f431","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=2Ol8GD279xrQkIB62EmdDg**&_k=5923&_s=c5f85dfcef50ed89f99da82ea55b5b139a2055e289122b39257b9a2efdff7c06","https://dkr1.ssisurveys.com/projects/end?rst=2&svFlag=1&psid=2Ol8GD279xrQkIB62EmdDg**&_k=5923&_s=29ad4a383b8c2a13be1ffa1495694c627bb40f8e1a30ae8978f58f4a78c587d7",NA,NA,NA
"186",2022-05-13 09:32:01,2022-05-13 09:51:22,0,"14.199.7.100",100,1161,1,2022-05-13 09:51:22,"R_3Jz8KebHkdtWNCG",NA,NA,NA,NA,22.3,114.1667,"anonymous","EN",NA,1,56,2,2,NA,NA,NA,2,3,2,2,3,1,2,NA,NA,NA,NA,3,2,1,3,2,7,7,1,7,7,7,1,1,1,7,7,2,4,5,6,5,5,6,6,4,5,6,4,4,7,7,2,5,5,4,1,3,2,6,6,4,6,4,4,8,NA,9,NA,3,7,7,7,4,1,1,1,1,1,1,1,3,2,1,3,4,1,1,1,4,1,4,4,4,4,4,5,3,3,4,3,3,4,3,3,4,"失業","無","無","失業, 冇工開, 冇收入","無","無","2Ol8GD279xpPdoYjEhySsA**","on","success","2fe9027e2da8eacfd70686ae2253a5cbe31c8910f3be92c9d978176793562aa9",NA,"https://dkr1.ssisurveys.com/projects/end?rst=1&psid=2Ol8GD279xpPdoYjEhySsA**&_k=5923&_s=2d158cf2db5f64860fab3f9007e6865be33c1568a6ef3d7c58a68d4f4270b4ff","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=2Ol8GD279xpPdoYjEhySsA**&_k=5923&_s=aed0be41617db65db5af542500174ce4a9a5019abd4c728e520b71ecef2ac66c","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=2Ol8GD279xpPdoYjEhySsA**&_k=5923&_s=d504d8e560ab83be9581ab175698751756c731566ba9731f58d3325f2efea0f5","https://dkr1.ssisurveys.com/projects/end?rst=2&svFlag=1&psid=2Ol8GD279xpPdoYjEhySsA**&_k=5923&_s=56d66025e51d13c17ff2aba79ddd409dbe111b4486c52f983ca5620d3c95b521",NA,NA,NA
"187",2022-05-13 10:12:46,2022-05-13 10:17:33,0,"123.202.247.189",100,286,1,2022-05-13 10:17:33,"R_3iDzz6iG9h4W9vL",NA,NA,NA,NA,22.2908,114.1501,"anonymous","EN",NA,1,19,2,2,NA,NA,NA,3,1,2,1,12,1,2,NA,NA,NA,NA,10,10,5,10,7,7,5,1,5,3,10,2,1,10,5,2,1,7,3,4,4,4,6,3,6,6,4,4,7,5,4,3,3,2,3,6,2,5,7,5,3,7,5,2,4,NA,1,NA,5,4,3,1,2,3,2,3,4,4,4,1,3,3,3,4,2,1,2,2,1,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,"少外出","少樂趣","多留家中","無","無","無","2Ol8GD279xovCAuL6f409g**","on","success","8adf12b21ba179ab4e57313a1efdcf8c769ef0f2da445e6de762d160bd8e2ccb",NA,"https://dkr1.ssisurveys.com/projects/end?rst=1&psid=2Ol8GD279xovCAuL6f409g**&_k=5923&_s=b29fdfeed0a49096592d01b4b79efe70025556defd5026c6761b8675b23f3222","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=2Ol8GD279xovCAuL6f409g**&_k=5923&_s=88b6cf03f57df3259a062b4d08d0c873e4c54cdbc4cb3431c6fc0ef5ac5ad3f8","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=2Ol8GD279xovCAuL6f409g**&_k=5923&_s=14399550a89ebad46aa4901ea426160c80ce9fe3accdb49c3970a8da8079a483","https://dkr1.ssisurveys.com/projects/end?rst=2&svFlag=1&psid=2Ol8GD279xovCAuL6f409g**&_k=5923&_s=8f57085b313e14224d91eab0dd6abb3e6660d573e5863019f667f2abd790356d",NA,NA,NA
"188",2022-05-13 09:51:23,2022-05-13 10:23:55,0,"119.247.91.106",100,1951,1,2022-05-13 10:23:56,"R_11cQJFgLTzt1c1S",NA,NA,NA,NA,22.3163,114.1842,"anonymous","EN",NA,1,32,2,2,NA,NA,NA,2,3,1,1,15,4,NA,NA,2,2,NA,10,10,10,10,10,10,10,10,10,10,10,1,1,10,10,1,10,7,3,7,3,3,7,7,4,4,3,5,4,4,5,4,4,3,3,3,5,4,5,4,5,5,5,3,34,NA,46,NA,4,5,3,5,3,3,4,3,3,3,4,3,3,3,4,3,4,3,3,3,4,3,4,4,5,4,3,4,5,3,4,5,4,5,2,3,3,"/","/","/","/","/","/","2Ol8GD279xqDyjCyrVkDWQ**","on","success","76f6cba5d7ec2fe19d0c10a079d5c7e00f03dc437ed308faf785759598aa89dd",NA,"https://dkr1.ssisurveys.com/projects/end?rst=1&psid=2Ol8GD279xqDyjCyrVkDWQ**&_k=5923&_s=e264735e3d98617bab32d6f81bd6ca29bcaf9cd5aa00db6105263c54096ef14f","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=2Ol8GD279xqDyjCyrVkDWQ**&_k=5923&_s=c7ab1624212cf377556cc3d1ab025820c11d0796a96ac7bfe894eb1c007e00e8","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=2Ol8GD279xqDyjCyrVkDWQ**&_k=5923&_s=7291d94001fee2caae8e9ca0887d9ba2b4b203f009e493b76869166515e26ac2","https://dkr1.ssisurveys.com/projects/end?rst=2&svFlag=1&psid=2Ol8GD279xqDyjCyrVkDWQ**&_k=5923&_s=34552907d442ab112e45491e7a74632f12e923469ad31abda4feac23867a90b6",NA,NA,NA
